gene_id	padj	log2FoldChange	probesetID
AT3G18300	0.023933089	1.403698767	257716_at
AT3G11090	0.02225883	-1.44	256427_at
AT3G22320	0.03452146	-1.22	258453_at
AT1G02690	0.044167266	1.401815837	260910_at
AT4G36220	0.000346467	-1.67	253088_at
AT5G57760	0.000349955	-1.99	247878_at
AT4G11370	0.01601348	-1.37	254922_at
AT5G10800	0.008208982	1.524977738	250447_at
AT1G33600	0.003835809	-1.86	245765_at
AT5G54660	0.000553039	-1.66	248172_at
AT5G49820	0.040897579	1.202706319	248578_at
AT5G60690	0.0000347	-1.89	247589_at
AT1G75830	0.00000092	-64	262679_at
AT5G11930	0.011365821	-1.7	250344_at
AT1G67850	0.005658953	-1.44	245200_at
AT1G17020	0.000928409	-1.62	262482_at
AT3G54660	0.003066659	1.505779442	251860_at
AT2G34830	0.00000571	-2.7	267427_at
AT1G75550	0.046655932	1.250437269	262974_at
AT4G33770	0.000564795	-1.93	253296_at
AT1G76560	0.020550339	1.285946979	259976_at
AT2G35780	0.042601358	1.255568478	265795_at
AT1G44100	0.020297317	-1.35	245740_at
AT4G29080	0.00000805	-2.26	253749_at
AT3G57380	0.012180444	-1.44	251652_at
AT1G70920	0.00185125	-1.64	262303_at
AT2G37250	0.018143358	-1.25	265958_at
AT3G45960	0.007823775	1.829439293	252557_at
AT3G08840	0.000921473	2.022626986	258990_at
AT1G55850	0.004117646	-1.47	260592_at
AT5G61070	0.028419804	1.326746151	247559_at
AT1G54020	0.031423935	-1.33	263161_at
AT2G27920	0.001718064	-1.53	264071_at
AT5G44260	0.009974911	-1.34	249065_at
AT5G44790	0.000761949	-1.52	249027_at
AT1G13920	0.007919133	-1.81	262662_at
AT3G14060	0.013530918	-1.4	258209_at
AT3G01460	0.024473067	-1.23	258950_at
AT5G15170	0.038923462	1.388653526	250156_at
AT5G66650	0.032959809	-1.55	247047_at
AT2G47230	0.046770903	1.28208564	260524_at
AT3G53210	0.008316319	-1.39	251983_at
AT1G03170	0.000558847	1.657918873	264363_at
AT2G29460	0.005441612	-1.95	266267_at
AT4G01510	0.030137032	1.333973256	255583_at
AT1G20840	0.01551311	1.380916703	262797_at
AT3G05140	0.028977299	-1.33	259350_at
AT1G15530	0.017405196	1.427953215	261764_at
AT5G46640	0.04422283	1.368118654	248857_at
AT1G73250	0.035194516	1.323697961	260094_at
AT3G19360	0.002139345	-1.43	258024_at
AT3G19515	0.014868718	1.357894965	258027_at
AT4G37430	0.007072658	-1.57	253101_at
AT5G08570	0.016056713	1.294923913	250526_at
AT5G66180	0.01054845	1.276307268	247130_at
AT5G09990	0.000229924	-3.44	250485_at
AT2G35760	0.00236112	-1.41	265823_at
AT2G42530	0.005813583	-1.75	263495_at
AT3G03690	0.018533505	1.5520729	259174_at
AT3G29370	0.00000171	-5.07	256743_at
AT3G19370	0.00000388	-2.64	258017_at
AT3G50240	0.0000595	1.872998271	252215_at
AT1G25230	0.023361888	-1.28	245637_at
AT2G44210	0.000366579	-1.65	267367_at
AT1G13670	0.0000145	-3.04	256097_at
AT4G04630	0.00000127	-2.86	255285_at
AT3G04510	0.00000292	2.912433076	258596_at
AT1G69600	0.022031963	1.561947094	259831_at
AT5G09220	0.011275722	-1.29	245891_at
AT3G52360	0.040386014	-1.25	256674_at
AT4G09510	0.004098807	1.555226293	255038_at
AT2G47560	0.000000155	5.183749791	245171_at
AT5G35330	0.004530254	1.402380447	246611_at
AT1G74430	0.027485542	-1.3	260237_at
AT1G77310	0.036347147	1.303049048	246413_at
AT2G24762	0.000000226	-5.42	263318_at
AT1G67590	0.000191884	-1.95	260199_at
AT1G55210	0.008234079	-1.42	259655_at
AT2G36310	0.016458734	1.271252486	263929_at
AT1G50020	0.003361693	1.543330369	261635_at
AT5G50740	0.030215156	1.300196143	248526_at
AT3G27920	0.0000169	-2.23	257221_at
AT2G24490	0.008533919	1.418742933	265695_at
AT4G22840	0.002028291	-1.43	254281_at
AT3G54500	0.00776274	1.402825893	251869_at
AT3G54850	0.047149034	1.208261914	251862_at
AT4G37670	0.007866224	-1.4	253057_at
AT3G12500	0.001101259	-1.63	256243_at
AT2G43535	0.002160722	1.496413592	260549_at
AT1G10370	0.002812536	1.639955644	264436_at
AT5G40020	0.029385996	-1.63	249439_at
AT4G12430	0.039937759	-1.3	254806_at
AT1G43910	0.000210743	-1.93	259507_at
AT3G17920	0.026547939	1.277971194	258212_at
AT1G75780	0.0000146	-2.11	262978_at
AT1G07090	0.028977299	-1.34	256062_at
AT3G12980	0.000867951	1.996193822	257854_at
AT4G38530	0.0000455	-2.74	253002_at
AT4G39660	0.023831284	1.367943617	252855_at
AT3G05650	0.002691354	-1.42	258894_at
AT5G41000	0.020550339	1.369503451	249334_at
AT1G36940	0.001460262	-2.23	261292_at
AT5G09510	0.033192843	-1.23	245886_at
AT4G30530	0.039204425	1.203025654	253606_at
AT1G16820	0.033466263	1.358157015	256111_at
AT5G09760	0.000111374	-2.27	250490_at
AT5G41340	0.038280657	1.33478595	249299_at
AT2G37460	7.49E-09	-9.27	265962_at
AT4G25420	0.000000589	4.199415445	254065_at
AT2G02130	0.000051	-1.78	266118_at
AT5G04220	0.000137164	1.911451654	245702_at
AT4G37580	0.001753983	-2.1	253054_at
AT3G18830	0.000133511	-1.9	257805_at
AT5G56160	0.0000598	1.83183811	247995_at
AT3G02570	0.049239624	-1.25	258483_at
AT3G45310	0.025405058	1.330400354	252622_at
AT2G39220	0.001200187	1.532792736	267012_at
AT5G10820	0.002251926	1.745412617	250448_at
AT2G26390	0.000000107	8.21388347	245034_at
AT1G01070	3.57E-08	-8.08	261576_at
AT3G18690	0.041965122	1.332603425	257751_at
AT5G50915	0.041996016	-1.23	248460_at
AT3G58560	0.036443547	-1.25	251581_at
AT2G22860	0.0000152	-2.55	266799_at
AT1G75810	0.046016843	1.281194666	262678_at
AT3G23690	0.020550339	-1.25	257198_at
AT5G49800	0.001912035	1.53121553	248572_at
AT1G63840	0.0000027	-4.58	260327_at
AT1G68740	0.001063184	-2.24	262231_at
AT2G06255	0.008126571	1.598093093	263772_at
AT3G13790	0.004215276	-1.42	256787_at
AT2G34810	0.0000102	-2.09	267425_at
AT3G22680	0.023674831	-1.36	258318_at
AT1G76230	0.038257358	1.407666969	261779_at
AT1G58340	0.0000878	-1.7	256024_at
AT1G10020	0.000790381	1.953902812	264521_at
AT1G49400	0.016792958	-1.24	262415_at
AT3G46490	0.002637151	1.776455343	252529_at
AT3G45140	0.0000981	-2.91	252618_at
AT4G28910	0.025483856	1.263202422	253752_at
AT1G68810	0.028771298	1.532918705	260034_at
AT2G04040	0.0000694	-2.19	263403_at
AT3G57330	0.000876558	-1.51	251649_at
AT1G64100	0.007980945	1.319246215	262328_at
AT5G64770	0.003933137	-1.4	247252_at
AT4G21390	0.000629495	-2.17	254408_at
AT5G55450	0.003911494	-1.87	248062_at
AT3G59680	0.023334505	-1.26	251477_at
AT2G37900	0.000000348	-3.59	266108_at
AT2G31570	0.020847233	-1.27	263426_at
AT3G05890	0.04138968	-1.28	258751_at
AT1G21220	0.023766464	1.373545469	259554_at
AT5G28650	0.010836128	-1.61	246104_at
AT3G62150	0.033121861	1.349112775	251248_at
AT2G22900	0.041604267	-1.35	266802_at
AT4G18330	0.047353925	1.276544684	254666_at
AT3G19680	0.038376316	1.352068478	257076_at
AT1G69310	0.047690557	-1.4	260337_at
AT1G43040	0.00156653	-1.47	255754_at
AT1G01860	0.042235375	1.224803496	261652_at
AT1G21100	0.0000574	-2.11	261459_at
AT1G15040	0.000000291	3.282102769	260741_at
AT5G15150	0.00000101	-2.79	250108_at
AT2G28410	0.000201751	-2.24	265277_at
AT1G04300	0.034848894	1.317349357	263654_at
AT5G16820	0.042989147	1.369742205	246450_at
AT5G19830	0.04785781	1.373721234	245969_at
AT2G25810	0.00000117	-4.19	266649_at
AT5G61660	0.000166643	-1.66	247541_at
AT5G10700	0.036391521	1.396897929	246015_at
AT5G25520	0.016911645	1.367933957	246893_at
AT3G23340	0.0000258	-1.88	258300_at
AT1G32070	0.03228228	1.292078091	255718_at
AT1G21910	0.026405037	-1.31	260856_at
AT1G61360	0.000630407	-1.64	264757_at
AT5G57220	0.000000169	-5.24	247949_at
AT4G15680	0.0000131	-3.5	245392_at
AT5G58800	0.026956692	1.371120665	247783_at
AT2G01080	0.010635968	1.416382212	262205_at
AT3G66658	0.00161841	1.561586368	256246_at
AT1G73620	0.000000971	-2.85	260077_at
AT4G31270	0.034248027	1.452546446	253543_at
AT5G46110	0.008924523	1.37142099	248886_at
AT5G63220	0.048399565	-1.22	247365_at
AT1G44830	0.00000187	-4.55	261327_at
AT4G19010	0.038830303	1.396767764	254600_at
AT1G14390	0.008158999	-1.44	261527_at
AT5G39785	0.00090702	-1.52	249423_at
AT5G49700	0.045927202	-1.29	248564_at
AT1G28560	0.012824979	1.360849041	262737_at
AT2G46490	0.031348767	1.394406437	265451_at
AT1G28290	0.023413097	-1.27	245688_at
AT1G76930	0.006454137	-1.98	264960_at
AT3G53990	0.003053658	-1.43	251927_at
AT3G20410	0.031581647	-1.26	257621_at
AT1G11080	0.000111315	-1.67	260475_at
AT3G53230	0.002870419	-1.56	251975_at
AT4G19840	0.013576141	-1.32	254551_at
AT2G34660	0.003237932	1.745634967	267319_at
AT5G57340	0.0000194	-2.06	247903_at
AT1G76060	0.00578487	1.388051868	262673_at
AT3G11580	0.009657277	-1.35	259293_at
AT1G74410	0.039230645	1.286187555	260231_at
AT5G03910	0.038494261	1.396922822	250885_at
AT5G13930	0.013433664	1.447220128	250207_at
AT4G39640	0.038318135	-1.27	252906_at
AT1G51805	0.008762911	-1.39	256168_at
AT1G69970	0.034149974	-1.35	264693_at
AT3G53370	0.017811883	1.289476235	251964_at
AT1G70420	0.015364618	-1.49	264314_at
AT1G29240	0.036752365	-1.47	260884_at
AT1G61610	0.004897244	-1.67	265030_at
AT5G07960	0.04152443	1.244632068	250553_at
AT5G37420	0.029782113	1.299635567	249615_x_at
AT1G15700	0.041097404	1.294225026	259485_at
AT1G60960	0.036391521	1.266143604	259723_at
AT1G80830	0.0000205	-2.37	261895_at
AT1G09750	0.0000146	-1.79	264672_at
AT5G14610	0.046607292	1.303949455	250138_at
AT3G51970	0.001149502	1.724341781	252084_at
AT2G23700	0.013775751	1.376090759	267284_at
AT1G13210	0.002496538	-1.63	262772_at
AT2G16670	0.031944807	1.290891041	265380_at
AT5G22500	0.000000111	-5.67	249895_at
AT5G58400	0.0000116	-1.91	247857_at
AT4G36260	0.015034996	1.308309908	253084_at
AT4G18160	0.008085865	1.400004742	254651_at
AT4G09490	0.009530891	1.296263404	255031_at
AT1G73040	0.019779607	-1.58	262357_at
AT1G63820	0.013709408	-1.47	260315_at
AT2G40090	0.037097601	1.286147808	265721_at
AT3G52060	0.003120742	-1.4	252040_at
AT5G02740	0.002143412	-1.35	250969_at
AT2G39850	0.000296265	-1.86	245088_at
AT5G10510	0.000408054	-1.66	250426_at
AT3G52180	0.000325074	-1.54	256676_at
AT2G37210	0.011820724	-1.34	265468_at
AT5G12340	0.044351552	1.341280531	245209_at
AT1G68830	0.003631029	1.433077183	260036_at
AT5G44420	0.0000193	-2.61	249052_at
AT3G50650	0.017727734	-1.34	252173_at
AT3G57600	0.010321743	-1.62	251598_at
AT4G03400	0.005066382	1.407023785	255403_at
AT3G44970	0.010509071	-1.48	252629_at
AT2G36290	0.017727734	1.254758402	263900_at
AT2G26110	0.006704199	-1.39	266845_at
AT1G79270	0.046028863	1.417410913	264102_at
AT3G47340	0.000000514	4.394134634	252415_at
AT5G62530	0.0000263	1.948772849	247436_at
AT4G37080	0.000720163	-1.64	246231_at
AT5G03270	0.034248027	-1.36	250927_at
AT1G27980	0.009572957	-1.4	259598_at
AT3G49990	0.002361532	-1.42	252239_at
AT1G72390	0.044091444	1.228566071	260449_at
AT3G56550	0.038851134	1.250713281	251693_at
AT5G06970	0.038384896	1.329488103	250656_at
AT4G37880	0.003155482	1.431126029	253071_at
AT1G07110	0.039349391	1.250351863	256036_at
AT1G70210	0.000839168	-1.76	264697_at
AT5G26230	0.046672487	-1.32	246885_at
AT1G10610	0.000852759	1.54747055	263237_at
AT3G21090	0.00185125	-1.59	256970_at
AT1G75590	0.006427369	-1.74	262981_at
AT1G73830	7.49E-08	-3.44	260070_at
AT1G20930	0.032469458	1.28295131	262802_at
AT5G04720	0.039494564	1.345517127	250829_at
AT5G67370	0.043156953	-1.25	246998_at
AT1G15390	0.045044844	1.228740421	262573_at
AT3G43430	0.000837487	-2.37	252751_at
AT2G19110	0.0000984	-2.25	267488_at
AT2G14170	0.00760492	1.310508657	263275_at
AT5G66490	0.032904514	1.35152746	247072_at
AT4G31250	0.048540756	1.232829497	253569_at
AT3G21760	0.030215156	-1.43	257954_at
AT3G57320	0.049777549	1.244126394	251676_at
AT5G41680	0.022296546	-1.25	249260_at
AT1G80640	0.044903311	-1.27	259860_at
AT3G24040	0.030076488	1.253951825	256908_at
AT5G50720	0.012448693	-1.68	248466_at
AT5G24270	0.015022055	1.342197989	249783_at
AT4G23820	0.000219748	1.534558835	254221_at
AT3G62090	0.0000675	-2.78	251245_at
AT1G28540	0.008020987	1.515278515	262747_at
AT3G06870	0.002558775	-1.63	258543_at
AT1G12370	0.018066883	1.459343774	259537_at
AT3G54720	0.004641921	1.690041069	251856_at
AT3G63200	0.000000628	-3.09	251174_at
AT1G23650	0.007117231	-1.76	265179_at
AT4G16370	0.0000389	-2.08	245296_at
AT3G63300	0.00000105	-3.37	251162_at
AT2G36350	0.000751037	-1.54	263962_at
AT1G26800	0.019858362	-1.3	261265_at
AT4G24450	0.010509071	1.716351699	254153_at
AT1G06180	0.000028	2.271321794	260784_at
AT1G21320	0.000572283	-1.77	259552_at
AT1G29490	0.038659817	1.693710526	259785_at
AT5G07760	0.039719274	1.32496126	250594_at
AT4G02290	0.029132489	-1.24	255517_at
AT5G02040	0.029622447	1.335323287	251034_at
AT1G74650	0.006746432	-1.68	260220_at
AT4G13120	0.014730487	-1.31	254748_at
AT3G24630	0.03525127	1.395660153	256896_at
AT5G16320	0.010947468	1.555878447	250113_at
AT1G78410	0.001447529	-2.07	260804_at
AT3G01470	0.0000173	-2.28	259165_at
AT1G23830	0.022619665	-1.4	265132_at
AT4G27900	0.000129481	-1.65	253854_at
AT3G57010	0.0000921	-1.71	251668_at
AT3G01520	0.006278782	1.386839407	259184_at
AT3G25610	0.004330062	-1.43	256756_at
AT1G74740	0.0000709	1.855671967	262220_at
AT4G12470	5.54E-08	-4.35	254818_at
AT5G53420	0.000883325	-1.51	248271_at
AT5G57790	0.027754902	-1.42	247883_at
AT3G26800	0.002551149	-1.84	258255_at
AT1G60010	0.031635089	-1.29	263737_at
AT3G28740	9.24E-08	4.851482235	256589_at
AT4G30280	0.0000106	-2.42	253628_at
AT4G39620	0.00197726	1.832771225	252904_at
AT1G17710	0.00000187	-3.42	259399_at
AT1G18710	0.0000146	-4.29	261431_at
AT2G15490	0.000545494	-1.67	265501_at
AT3G44990	0.0000452	-2.2	252607_at
AT4G10750	0.040490365	1.278588101	254937_at
AT4G01210	0.043417275	1.290178743	255611_at
AT1G63800	0.045578306	1.223308331	260317_at
AT1G76470	0.00000128	-2.71	259975_at
AT5G14090	0.00000142	-2.94	250216_at
AT3G01970	0.000416842	-2.02	258975_at
AT3G53250	0.000000628	-5.34	251977_at
AT1G47710	0.039069899	-1.21	262440_at
AT1G68780	0.00000109	-3.54	260041_at
AT5G17400	0.018534876	1.259208821	246427_at
AT1G26380	0.00000167	-4.39	261021_at
AT3G23030	0.0000155	-2.47	257766_at
AT2G37390	0.010906408	1.344719175	266008_at
AT4G08290	0.0000664	-2.31	255129_at
AT2G45160	0.001296914	-1.52	266131_at
AT4G15700	0.001247587	-1.72	245506_at
AT5G05390	0.045235603	-1.24	250770_at
AT5G67200	0.038659817	-1.67	246983_at
AT4G22270	0.004008841	1.475368911	254304_at
AT4G26080	0.020690959	1.243846354	253994_at
AT1G29820	0.027926174	1.258105712	255991_at
AT4G25260	0.021052047	-1.3	254110_at
AT2G30540	0.000295119	-3.59	267497_at
AT5G47050	0.00000213	-2.88	248819_at
AT4G21680	0.00075358	-1.52	254396_at
AT3G14000	0.01147387	-1.39	258197_at
AT3G49810	0.0000485	-2.14	252230_at
AT5G66920	0.001166943	-1.4	247069_at
AT1G21250	0.001931746	-1.71	259561_at
AT4G26555	0.015878712	1.348981398	253973_at
AT5G22060	0.009662737	-1.3	245686_at
AT5G65460	0.032806891	1.275588793	247185_at
AT1G10980	0.04022077	1.416011571	260461_at
AT1G65230	0.035886689	1.260285386	263142_at
AT4G02330	0.00000374	-2.79	255524_at
AT5G27920	0.007625464	1.434867155	246755_at
AT1G21770	0.001018317	1.706837781	262499_at
AT2G02090	0.035736398	-1.29	266122_at
AT3G61130	0.008522557	1.341509717	251308_at
AT1G70230	0.001963453	-1.44	264696_at
AT1G70895	0.036443547	1.529762622	262261_at
AT3G19910	0.030214872	1.238494148	257967_at
AT1G69890	0.049921684	1.355868563	260411_at
AT3G16150	0.006911952	1.524672338	258338_at
AT4G18375	0.036538392	1.279745767	254622_at
AT1G21480	0.024061465	1.387631674	260879_at
AT4G01026	0.030437768	1.283493686	255602_at
AT1G70090	0.009516268	1.35938369	264704_at
AT2G39720	0.009768756	1.432799748	245059_at
AT2G32710	0.000254683	-1.64	267557_at
AT2G37940	0.017546548	-1.27	266101_at
AT5G57130	0.036164763	-1.28	247948_at
AT5G14240	0.034513211	1.308369802	250184_at
AT4G30490	0.01529125	1.475181182	253630_at
AT3G11280	0.000677197	-1.49	256255_at
AT1G22160	0.002273759	-1.71	255957_at
AT1G69230	0.00000603	4.522376549	260353_at
AT1G33560	0.047767756	1.310789372	256425_at
AT5G23000	0.00000212	4.240713874	249858_at
AT4G15550	0.003648658	-1.67	245277_at
AT4G01680	0.0000933	-1.87	255538_at
AT3G63240	0.001009419	1.563651482	251160_at
AT3G46880	0.027192942	-1.47	252501_at
AT3G57810	0.036993488	1.453900708	251558_at
AT4G20310	0.03107412	1.30450412	254517_at
AT5G57390	0.00212284	-1.58	247904_at
AT1G09530	0.000585846	-2	264510_at
AT3G59900	0.00000398	-2.1	251436_at
AT4G11410	0.045044844	1.350675389	254928_at
AT3G07330	0.014045737	1.311560581	259041_at
AT1G72140	0.002009008	1.43539727	259846_at
AT1G67860	0.040115003	1.244891041	260004_at
AT1G77510	0.001589982	-1.49	259757_at
AT2G19590	0.003381265	-1.94	265948_at
AT1G48270	0.011040921	1.399505656	262234_at
AT1G72180	0.033181324	-1.29	259848_at
AT1G78895	0.014730487	1.387274767	264304_at
AT1G32170	0.005886183	-1.38	245794_at
AT4G17950	0.033465603	1.256025687	254706_at
AT1G03970	0.001040348	1.698143918	265040_at
AT3G58670	0.01846342	1.354603162	251554_at
AT1G55090	0.04642314	1.281749473	256148_at
AT5G55250	0.0000154	-2.38	248104_at
AT3G24715	0.020986725	1.336290311	257618_at
AT1G21360	0.000315576	-1.92	260926_at
AT2G34620	0.012417126	1.360591281	266899_at
AT5G43640	0.047761394	-1.42	249105_at
AT2G41890	0.012442635	-1.45	267530_at
AT1G64880	0.01547745	-1.26	262880_at
AT5G56460	0.040814681	-1.44	248017_at
AT5G02260	0.001520169	-1.54	250992_at
AT5G09970	5.05E-08	-7.98	250509_at
AT3G15540	0.015152176	-1.36	258399_at
AT5G07700	0.010563256	1.659740619	250589_at
AT5G60960	0.016116876	-1.25	247607_at
AT3G50280	0.025259783	1.351406057	252200_at
AT4G21230	0.017358929	1.277049793	254461_at
AT5G54250	0.0000152	-2.19	248153_at
AT1G69935	0.03195868	1.282411048	260409_at
AT1G69930	0.009656147	-1.6	260405_at
AT3G17410	0.048437497	1.253034036	258463_at
AT5G09870	0.009956803	-1.55	250505_at
AT5G53150	0.010278345	-1.37	248301_at
AT5G08130	0.000761725	-1.62	250569_at
AT1G11310	0.043556162	-1.23	262455_at
AT1G74090	0.032081466	1.270116871	260385_at
AT5G38980	0.005625104	-1.46	249482_at
AT2G33630	0.001750214	1.508568244	255797_at
AT1G24280	0.001764692	1.45153755	264859_at
AT2G40935	0.025481313	1.371656122	245097_at
AT5G50260	0.019921023	1.525305807	248545_at
AT3G02880	0.022582504	1.42079882	258616_at
AT4G14890	0.016998564	1.29310161	245347_at
AT1G22930	0.0000201	1.974538111	264772_at
AT1G68410	0.004435181	1.446285123	259859_at
AT5G40850	0.027620456	1.412204136	249325_at
AT2G39510	4.37E-09	-13.4	266965_at
AT3G27520	0.009291201	1.333408974	257969_at
AT1G13740	0.017706435	1.353315214	256069_at
AT5G35910	0.022115045	-1.25	249672_at
AT1G19020	0.00312957	-2.08	259479_at
AT3G50870	0.006706416	-1.42	252128_at
AT1G53490	0.003768748	-1.53	260973_at
AT4G01460	0.000000936	-3.16	255579_at
AT1G03560	0.026910282	1.313814744	264816_at
AT3G15220	0.026214666	1.488031364	257078_at
AT3G45730	0.000417142	1.715095524	252539_at
AT4G31805	0.000484408	-1.52	253514_at
AT2G04790	0.024268606	1.349845409	263674_at
AT3G04450	0.000627539	1.9318902	258626_at
AT4G22780	0.0000569	2.778823492	254300_at
AT2G44130	0.000000481	-3.87	267238_at
AT2G36220	0.006717294	-1.42	263931_at
AT4G03190	0.001156157	-1.51	255417_at
AT1G79620	0.019599758	-1.34	261399_at
AT2G19570	0.000489912	-1.73	265943_at
AT5G20140	0.039681254	1.2788306	246110_at
AT3G62600	0.005312699	-1.3	251182_at
AT1G77250	0.013824157	1.502939669	257420_at
AT5G55120	0.035895153	1.30561629	248091_at
AT2G35930	0.010427372	1.341504261	263935_at
AT5G53980	0.03005392	-1.53	248208_at
AT1G28130	0.000000186	4.290856144	259596_at
AT5G51460	0.001195608	-1.55	248404_at
AT4G28200	0.007070304	-1.45	253803_at
AT3G14680	0.000190244	-1.9	258064_at
AT2G46240	0.011455541	1.466457324	266590_at
AT5G45670	0.007423538	-1.36	248912_at
AT1G80040	0.021488738	1.402690167	262057_at
AT5G62860	0.006895821	1.608810865	247394_at
AT2G22680	0.0000262	-2.48	265345_at
AT2G15320	0.000456493	-2	263330_at
AT1G64620	0.00000636	-2.55	261950_at
AT3G62880	0.010701641	1.505209218	251208_at
AT5G27930	0.011419853	-1.41	246756_at
AT1G10470	0.0000261	2.098366934	263236_at
AT1G30540	0.009662737	1.315931505	261805_at
AT2G26650	0.000196948	-1.72	267610_at
AT4G37590	0.000214519	-1.58	253062_at
AT5G50450	0.039691834	1.281403929	248502_at
AT5G08640	0.00016855	3.119113986	250533_at
AT2G45740	0.005890717	1.481274613	266925_at
AT5G62280	0.0000572	-3.6	247474_at
AT3G16340	0.000128574	-2.35	259380_at
AT2G39705	0.000000432	-5.92	267591_at
AT2G39870	0.000401302	1.843235421	267339_at
AT2G20300	0.037600549	1.283280966	265308_at
AT2G22930	0.040837467	1.196363265	266828_at
AT3G23810	0.000396449	-2.08	257173_at
AT5G59700	0.000928409	-1.71	247686_at
AT3G52340	0.0000136	-2.46	256681_at
AT4G25835	0.014140368	1.577687453	254027_at
AT1G11300	0.004359081	1.453821448	262508_at
AT5G22950	0.005397833	1.458036188	249863_at
AT5G19960	0.029104584	1.446679144	246148_at
AT5G53210	0.018637522	-1.4	248247_at
AT2G44830	0.002200617	-1.52	266812_at
AT2G41660	0.0000188	-2.49	245113_at
AT3G57830	0.001015547	-1.59	251605_at
AT2G32860	0.015898291	-1.36	267645_at
AT3G19590	0.019817194	1.29402437	257020_at
AT1G23760	0.000569579	-1.56	265131_at
AT1G77060	0.000314295	1.57457397	264954_at
AT2G31110	0.000000628	-2.71	266474_at
AT1G22540	0.029850135	-1.36	261925_at
AT1G22890	0.02248983	1.324208171	264774_at
AT4G16000	0.000915921	-1.55	245353_at
AT2G16400	0.003955954	-1.37	263557_at
AT5G52030	0.008430534	1.429352432	248391_at
AT4G08170	0.0168714	1.359107935	255132_at
AT2G26070	0.004710094	-1.34	266893_at
AT4G27520	0.0000768	-1.9	253875_at
AT2G28085	0.010231718	-1.52	266139_at
AT4G18430	0.000912731	-1.6	254673_at
AT3G18490	0.000928459	-1.51	257722_at
AT3G13175	0.000221171	-2	257191_at
AT3G24770	0.0000163	-1.78	257600_at
AT3G01540	0.027998312	1.258738934	259194_at
AT1G29980	0.001477009	-1.49	260028_at
AT1G48170	0.037983459	1.26927302	260725_at
AT1G54120	0.008512158	1.441401362	263151_at
AT1G29670	0.002061604	-1.47	259788_at
AT5G13330	0.0000244	-2.88	250287_at
AT4G33040	0.00009	-1.99	253382_at
AT2G46650	0.021934725	1.313455237	266326_at
AT2G39920	0.007422024	-1.64	267361_at
AT4G13520	0.017490378	1.262837187	254721_at
AT5G21060	0.021103343	1.496031525	246027_at
AT3G01560	0.043366479	1.32125453	259175_at
AT5G41080	0.00000977	3.85208057	249337_at
AT5G47870	0.046655932	1.262333527	248781_at
AT1G62180	0.034245104	-1.32	264745_at
AT3G14210	0.0000433	-2.03	257008_at
AT1G07720	0.000460701	1.717641422	261420_at
AT3G19960	0.017811883	-1.39	256623_at
AT1G70110	0.009929231	1.337272532	264719_at
AT3G26590	0.000000559	-2.55	257314_at
AT2G42080	0.029038785	1.289214808	267587_at
AT2G33610	0.008232286	1.284418105	255846_at
AT1G24260	0.003283451	1.535160029	264872_at
AT1G50460	0.000294714	1.590888277	261851_at
AT1G41830	0.000234534	-1.8	261363_at
AT1G52190	0.00000131	-3.85	259839_at
AT1G65000	0.047809115	1.334747317	262918_at
AT3G06035	0.000371292	-1.63	258470_at
AT2G36910	0.00053283	-1.97	263865_at
AT4G08950	0.003381265	-1.36	255064_at
AT3G01350	0.0000127	-2.07	259116_at
AT2G16500	0.032309346	-1.22	263241_at
AT1G72230	0.00000676	-3.17	259801_at
AT4G36970	0.000193884	-1.83	246205_at
AT3G62630	0.000000513	-2.52	251183_at
AT2G45530	0.00804923	1.357488512	267504_at
AT1G72840	0.014306785	1.564039179	262362_at
AT5G65970	0.026436421	-1.4	247116_at
AT3G12890	0.000120689	-2.14	257136_at
AT5G27420	0.011455541	-1.48	246777_at
AT1G59740	6.38E-08	-4.86	262912_at
AT1G56190	0.026459302	1.602678035	256228_at
AT5G25350	0.00806828	1.403973937	246935_at
AT2G45820	0.00589995	1.28783889	266897_at
AT5G57240	0.000743594	-1.59	247951_at
AT5G67240	0.010574563	-1.32	247032_at
AT2G44480	0.00000481	-3.65	267391_at
AT1G67980	0.001390409	-2.07	260015_at
AT2G47460	0.000323955	1.852842581	245126_at
AT2G34150	0.010732816	-1.43	256721_at
AT2G01950	0.000282212	-1.8	265250_at
AT1G78090	0.000000155	-6.16	260059_at
AT3G43800	0.001483117	-1.41	252712_at
AT2G28840	0.000749015	-1.44	266229_at
AT1G77210	0.023820306	-1.38	264482_at
AT5G05960	0.0000406	-4.57	250764_at
AT5G18850	0.04595589	1.291956629	249978_at
AT3G01750	0.0000288	-4.07	259182_at
AT3G05250	0.006983693	1.29347481	259356_at
AT1G64630	0.012615707	1.451946122	261974_at
AT5G65710	0.009970475	-1.43	247154_at
AT2G46225	0.036461836	1.261667932	266591_at
AT5G40540	0.036916376	1.369161285	249361_at
AT3G54930	0.026098822	1.304887664	251865_at
AT1G64180	0.004200196	1.476870387	262345_at
AT3G54220	0.006837643	-1.67	251890_at
AT4G26260	0.00000237	3.815240535	254001_at
AT1G35260	0.007265951	1.669685765	259548_at
AT4G28085	0.00000835	2.460811153	253827_at
AT3G56060	0.003509001	1.438561903	251746_at
AT4G28080	0.030365992	1.363483695	253849_at
AT1G10410	0.000123627	-1.76	264458_at
AT1G30950	0.017720325	-1.33	265153_at
AT1G16310	0.00113782	-1.75	262751_at
AT2G43760	0.004776741	1.356169767	260572_at
AT4G13195	0.00000213	-2.2	254761_at
